HUD PROJECT NUMBER,PREMISE ID,PROPERTY NAME,PROPERTY STREET,PROPERTY CITY,PROPERTY STATE,PROPERTY ZIP,UNITS,INITIAL ENDORSEMENT DATE,FINAL ENDORSEMENT DATE,ORIGINAL MORTGAGE AMOUNT,FIRST PAYMENT DATE,MATURITY DATE,TERM IN MONTHS,INTEREST RATE,CURRENT PRINCIPAL AND INTEREST,AMORTIZED PRINCIPAL BALANCE,HOLDER NAME,HOLDER CITY,HOLDER STATE,SERVICER NAME,SERVICER CITY,SERVICER STATE,SECTION OF ACT CODE,SOA CATEGORY/SUB CATEGORY,TE,TC
07311608,0000023860,WYNDHAM HALL AT WELLINGTON,1910 WELLELSY BLVD,INDIANAPOLIS,IN,46219,81,7/20/2012,7/20/2012,"2,584,000 ",9/1/2012,8/1/2047,420,2.54,"9,293.17 ","2,493,976.52 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311609,0000023774,WOODS OF EAGLE CREEK I,4949 BOB WHITE LANE,INDIANAPOLIS,IN,46254,250,5/31/2012,5/31/2012,"4,295,000 ",7/1/2012,6/1/2047,420,2.83,"16,124.54 ","4,140,793.02 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311610,0000023663,DUBLIN GLEN,510 ENDERLY AVE,BROWNSBURG,ID,46112,120,7/11/2012,7/11/2012,"4,413,000 ",9/1/2012,8/1/2047,420,2.4,"15,540.73 ","4,255,115.50 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311611,0000002102,CARRIAGE HSE OF RICHMOND,701 DILLION DR,RICHMOND,IN,47374,106,3/28/2012,3/28/2012,"680,600 ",5/1/2012,4/1/2042,360,3.05,"2,887.82 ","648,279.79 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311612,0000023605,FOREST HILLS APARTMENTS,4312 STATE ROAD 46 EAST,NASHVILLE,IN,47448,72,7/6/2012,7/6/2012,"1,331,000 ",9/1/2012,8/1/2047,420,2.54,"4,786.85 ","1,284,629.42 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311614,0000004924,WATERFORD APTS PHASE ONE,2025 CLOVER DRIVE,CRAWFORDSVILLE,IN,47933,128,7/31/2012,7/31/2012,"3,103,400 ",9/1/2012,8/1/2037,300,2.44,"13,828.78 ","2,926,550.33 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311615,0000018655,ESTATES AT CRYSTAL BAY,7136 CRYSTAL BAY DRIVE,INDIANAPOLIS,IN,46260,433,10/30/2012,10/30/2012,"11,888,100 ",12/1/2012,11/1/2047,420,3.75,"50,869.78 ","11,605,409.92 ","PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311616,0000007269,PINE ISLAND APARTMENTS,8118 INTERNATIONAL DRIVE,SCHERERVILLE,IN,46307,432,8/30/2012,8/30/2012,"21,000,000 ",10/1/2012,9/1/2047,420,2.45,"74,512.39 ","20,288,851.36 ",GREYSTONE FUNDING CORPORATION,ATLANTA,GA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311617,0000023538,WOODS OF EAGLE CREEK II,4949 BOB WHITE LANE,INDIANAPOLIS,IN,46254,210,5/31/2012,5/31/2012,"3,800,000 ",7/1/2012,6/1/2047,420,2.59,"13,768.82 ","3,657,156.08 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311618,0000023560,THE COURTS APARTMENTS AND TOWN,2000 WEST 79TH STREET,INDIANAPOLIS,IN,46260,148,6/22/2012,6/22/2012,"7,222,100 ",8/1/2012,7/1/2047,420,2.45,"25,625.52 ","6,954,746.54 ",BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,BERKADIA COMMERCIAL MORTGAGE L,HORSHAM,PA,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311619,0000023823,AUTUMN OAKS,100 AUTUMN OAKS BLVD,NEW CASTLE,IN,47362,72,8/1/2012,8/1/2012,"1,525,000 ",9/1/2012,8/1/2047,420,2.65,"5,575.18 ","1,472,975.54 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311620,0000024010,SOMERSET PLACE,136 SOMERSET DRIVE,GREENWOOD,IN,46413,73,9/24/2012,9/24/2012,"1,782,700 ",11/1/2012,10/1/2047,420,2.63,"6,497.96 ","1,727,082.46 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311622,0000023754,HERON PRESERVE APARTMENTS I,1101 HERON BLVD,WARSAW,IN,46582,64,7/25/2012,7/25/2012,"1,930,000 ",9/1/2012,8/1/2047,420,2.53,"6,930.73 ","1,862,632.93 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311623,0000024579,CEDAR CLIFF APARTMENTS,100 CEDAR CLIFF ROAD,RICHMOND,IN,47374,42,9/6/2012,9/6/2012,"892,500 ",11/1/2012,10/1/2042,360,2.56,"3,554.36 ","857,092.99 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311624,0000023888,EAST RIDGE APARTMENTS,4000 SOUTH A STREET,RICHMOND,IN,47374,40,9/6/2012,9/6/2012,"952,000 ",11/1/2012,10/1/2047,420,2.56,"3,434.05 ","921,897.39 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311625,0000023973,VILLAGE APTS. OF FORTVILLE III,410 VERA COURT,FORTVILLE,IN,46040,40,9/6/2012,9/6/2012,"777,700 ",11/1/2012,10/1/2047,420,2.56,"2,805.31 ","753,108.92 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311626,0000024560,HERON PRESERVE II,1101 HERON BLVD,WARSAW,IN,46582,35,7/25/2012,7/25/2012,"1,217,000 ",9/1/2012,8/1/2047,420,2.53,"4,370.31 ","1,174,520.34 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311627,0000023747,RIVER STONE II APARTMENTS,3440 RIVER STONE WAY,COLUMBUS,IN,47201,174,8/13/2012,8/13/2012,"12,380,000 ",10/1/2012,9/1/2047,420,2.42,"43,728.85 ","11,958,365.46 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311629,0000023821,VILLAGE AT FLATROCK APARTMENTS,1830 N FLATROCK COURT,RUSHVILLE,IN,46173,60,8/22/2012,8/22/2012,"1,831,000 ",10/1/2012,9/1/2047,420,2.45,"6,496.77 ","1,768,994.64 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,TC
07311630,0000017980,MANN VILLAGE,4010 MANN VILLAGE ROAD,INDIANAPOLIS,IN,46241,336,9/28/2012,9/28/2012,"13,600,000 ",11/1/2012,10/1/2047,420,2.98,"52,187.94 ","13,203,537.28 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311631,0000023974,HILLCREST APARTMENTS,890 RIDGEWOOD DRIVE,PLAINFIELD,IN,46168,59,9/19/2012,9/19/2012,"1,870,000 ",11/1/2012,10/1/2047,420,2.25,"6,437.22 ","1,807,281.75 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311632,0000024034,WOODBRIDGE OF CASTLETON I,9414 SAN MIGUEL DRIVE,INDIANAPOLIS,IN,46250,204,9/27/2012,9/27/2012,"4,638,000 ",11/1/2012,10/1/2047,420,2.3,"16,087.63 ","4,483,906.57 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311633,0000024007,WOODBRIDGE OF CASTLETON II,9414 SAN MIGUEL DRIVE,INDIANAPOLIS,IN,46250,114,9/27/2012,9/27/2012,"2,873,000 ",11/1/2012,10/1/2047,420,2.3,"9,965.45 ","2,777,547.14 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311634,0000024443,WILLIAMSBURG ON THE LAKE OF MI,302 VILLAGE DRIVE,MISHAWAKA,IN,46545,150,1/31/2013,1/31/2013,"3,300,000 ",3/1/2013,2/1/2048,420,2.35,"11,533.70 ","3,212,425.65 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311635,0000023961,ASHBURY APARTMENTS,1901 SOUTH GOYER ROAD,KOKOMO,IN,46901,160,8/10/2012,8/10/2012,"4,384,000 ",10/1/2012,9/1/2047,420,2.24,"15,068.34 ","4,229,526.75 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311636,0000024364,JEFFERSON PLACE,602 BRADLEY DRIVE,FORTVILLE,IN,46040,50,11/9/2012,11/9/2012,"1,874,000 ",1/1/2013,12/1/2047,420,2.2,"6,401.94 ","1,816,701.16 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311637,0000024365,WOODBRIDGE OF BLLOMINGTON APAR,3401 JOHN HINKLE PLACE,BLOOMINGTON,IN,47408,150,12/3/2012,12/3/2012,"5,750,000 ",2/1/2013,1/1/2048,420,2.3,"19,944.77 ","5,586,725.25 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311638,0000024167,WILLIAMSBURG ON THE LAKE VALPA,2810 WINCHESTER DRIVE,VALPARAISO,IN,46383,150,10/31/2012,10/31/2012,"4,675,000 ",12/1/2012,11/1/2047,420,2.25,"16,093.06 ","4,525,811.29 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311639,0000024657,STONEGATE APARTMENTS,429 3RD AVENUE,CARMEL,IN,46032,200,8/31/2012,8/31/2012,"10,497,500 ",10/1/2012,9/1/2047,420,2.25,"36,136.23 ","10,128,308.54 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311640,0000024429,THE OVERLOOK AT VALLEY RIDGE A,6810 VALLEY RIDGE DRIVE,INDIANAPOLIS,IN,46237,324,11/15/2012,11/15/2012,"22,197,800 ",1/1/2013,12/1/2047,420,2.3,"76,996.54 ","21,531,820.79 ",JOHNSON CAPITAL HUNTOON HASTIN,NORWALK,CT,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311641,0000019784,CENTRAL PARK METROPOLIS,750 CENTRAL PARK DRIVE EAST,PLAINFIELD,IN,46168,304,10/31/2012,10/31/2012,"25,640,600 ",12/1/2012,11/1/2047,420,2.9,"97,252.51 ","24,918,405.15 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311642,0000018006,ARBORS AT EASTLAND,6649 OLD BOONEVILLE HIGHWAY,EVANSVILLE,IN,47715,176,10/18/2012,10/18/2012,"9,150,000 ",12/1/2012,11/1/2047,420,2.75,"33,949.66 ","8,884,651.22 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311644,0000024646,ECHO RIDGE,8520 SIERRA RIDGE,INDIANAPOLIS,IN,46239,208,10/31/2012,10/31/2012,"10,544,000 ",12/1/2012,11/1/2047,420,2.2,"36,020.30 ","10,204,329.34 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311646,0000024390,DELAWARE COURT,1001 N. DELAWARE STREET,INDIANAPOLIS,IN,46202,38,10/30/2012,10/30/2012,"1,050,000 ",12/1/2012,11/1/2047,420,2.25,"3,614.48 ","1,016,492.46 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311647,0000024655,CARRIAGE PLACE,600 BARTLETT,HUNTINGTON,IN,46750,138,11/30/2012,11/30/2012,"3,232,000 ",1/1/2013,12/1/2047,420,2.99,"12,420.33 ","3,147,134.68 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311648,0000024636,LEBANON MANOR,770 W. MAPLE DRIVE,LEBANON,IN,46052,78,10/31/2012,10/31/2012,"1,975,200 ",12/1/2012,11/1/2047,420,2.3,"6,851.29 ","1,912,760.91 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311649,0000024596,RIVER RIDGE I,4865 CAMERON RIDGE DRIVE,INDIANAPOLIS,IN,46240,202,10/31/2012,10/31/2012,"12,318,800 ",12/1/2012,11/1/2047,420,2.12,"41,570.33 ","11,915,938.08 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311650,0000024540,COMPASS POINTE I,2210 BEECH STREET,VALPARAISO,IN,46383,112,12/20/2012,12/20/2012,"7,016,000 ",2/1/2013,1/1/2048,420,2.35,"24,521.35 ","6,818,665.24 ",CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,CENTENNIAL MORTGAGE INC,SOUTH BEND,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311651,0000018800,GREENTREE APARTMENTS,2524 TAMARACK LANE,INDIANAPOLIS,IN,46227,448,11/29/2012,11/29/2012,"11,560,000 ",1/1/2013,12/1/2047,420,3.37,"46,909.78 ","11,278,487.80 ",JOHNSON CAPITAL HUNTOON HASTIN,NORWALK,CT,"PNC BANK, NATIONAL ASSOCIATION",MIAMISBURG,OH,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311652,0000024662,NOBLE MANOR VILLAGE,777 QUEENS LANE,NOBLESVILLE,IN,46060,73,11/30/2012,11/30/2012,"2,100,000 ",1/1/2013,12/1/2047,420,2.75,"7,791.73 ","2,042,211.84 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311653,0000024362,COLONIAL VILLAGE,1830 GARRISON DRIVE,CLARKSVILLE,IN,47129,100,12/31/2012,12/31/2012,"3,440,000 ",2/1/2013,1/1/2048,420,2.37,"12,059.45 ","3,343,613.93 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311654,0000024675,BRIARWOOD OF COLUMBUS,2350 THORNYBROOK DRIVE,COLUMBUS,IN,47203,160,1/31/2013,1/31/2013,"4,880,000 ",3/1/2013,2/1/2048,420,2.35,"17,055.90 ","4,750,496.05 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311655,0000024653,CAMBRIDGE SQUARE FORT WAYNE,262 WASHINGTON CENTER ROAD,FORT WAYNE,IN,46825,240,1/31/2013,1/31/2013,"5,045,000 ",3/1/2013,2/1/2048,420,2.35,"17,632.58 ","4,911,117.41 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311656,0000024667,MISTY GLEN,90 MISTY LANE,HEBRON,IN,46341,80,1/31/2013,1/31/2013,"2,902,900 ",3/1/2013,2/1/2048,420,2.5,"10,377.73 ","2,828,049.93 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311657,0000024652,WILLOW GLEN EAST,9955 FULBROOK DRIVE,INDIANAPOLIS,IN,46229,320,11/30/2012,11/30/2012,"8,698,500 ",1/1/2013,12/1/2038,312,2.71,"38,876.07 ","8,325,569.98 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311658,0000019125,LAKES OF WINDSOR,7251 WINDSOR LAKES DRIVE,INDIANAPOLIS,IN,46237,440,11/30/2012,11/30/2012,"24,000,000 ",1/1/2013,12/1/2047,420,2.84,"90,234.39 ","23,351,032.50 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311659,0000024598,GARDEN ARCH APARTMENTS,726-728 N. EAST STREET,INDIANAPOLIS,IN,46202,40,1/31/2013,1/31/2013,"957,900 ",3/1/2013,2/1/2048,420,2.64,"3,496.75 ","933,860.40 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311660,0000003341,RIVER CROSSING AT KEYSTONE,8720 KNICKERBOCKER WAY,INDIANAPOLIS,IN,46240,314,11/30/2012,11/30/2012,"21,900,000 ",1/1/2013,12/1/2047,420,2.18,"74,585.93 ","21,227,859.31 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311661,0000024737,THE PLAZA,902 NORTH PENNSYLVANIA,INDIANAPOLIS,IN,46204,30,3/21/2013,3/21/2013,"2,457,000 ",5/1/2013,4/1/2048,420,3.12,"9,621.08 ","2,407,614.20 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311662,0000024668,WOODS OF BRITTON APARTMENTS,13791 OLD OAK DRIVE,FISHERS,IN,46038,521,11/30/2012,11/30/2012,"29,000,000 ",1/1/2013,12/1/2047,420,2.84,"109,033.23 ","28,215,830.75 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311663,0000026266,26 WEST,26 W. WASHINGTON STREET,INDIANAPOLIS,IN,46204,30,3/26/2014,3/26/2014,"3,781,000 ",5/1/2014,4/1/2049,420,3.9,"16,515.28 ","3,768,277.65 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311664,0000024811,AMBASSADOR,39 E 9TH STREET,INDIANAPOLIS,IN,46204,60,3/21/2013,3/21/2013,"4,798,000 ",5/1/2013,4/1/2048,420,3.12,"18,787.93 ","4,701,560.01 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311665,0000024626,JBD PROPERTIES,720 WESTVIEW DRIVE,OSSIAN,IN,46777,164,3/4/2013,3/4/2013,"5,745,300 ",5/1/2013,4/1/2048,420,2.98,"22,046.72 ","5,626,561.20 ",LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,LANCASTER POLLARD MORTGAGE COM,COLUMBUS,OH,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311666,0000019124,WINDSOR OAKS,10001 PIN OAK CIRCLE,FORT WAYNE,IN,46835,264,11/30/2012,11/30/2012,"13,000,000 ",1/1/2013,12/1/2047,420,2.84,"48,876.96 ","12,648,475.95 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311667,0000004746,SPRING HILL APARTMENTS I,301 SPRINGMILL DRIVE,MOORESVILLE,IN,46158,80,1/31/2013,1/31/2013,"1,129,000 ",3/1/2013,2/1/2028,180,2.25,"7,395.91 ","1,037,897.56 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311668,0000000536,MOBLE MANOR II,320 KINGS LANE,NOBLESVILLE,IN,46060,60,1/30/2013,1/30/2013,"1,950,000 ",3/1/2013,2/1/2040,324,2.55,"8,332.43 ","1,877,568.94 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311669,0000004942,CARMEL KNOLL,400 WEST MAIN STREET,CARMEL,IN,46032,122,2/28/2013,2/28/2013,"7,640,000 ",4/1/2013,3/1/2048,420,2.43,"27,026.83 ","7,452,271.92 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311670,0000024683,RETIRED TIGERS SENIOR APARTMEN,320 W. MAIN STREET,WARSAW,IN,46580,82,2/20/2013,2/20/2013,"1,737,500 ",4/1/2013,3/1/2048,420,2.45,"6,165.01 ","1,694,970.71 ",DAVIS-PENN MORTGAGE CO,HOUSTON,TX,DAVIS-PENN MORTGAGE CO,HOUSTON,TX,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311671,0000018637,AUBURN HILL,840 AUBURN HILL,INDIANAPOLIS,IN,46224,160,2/19/2013,2/19/2013,"7,664,000 ",4/1/2013,3/1/2048,420,3.3,"30,792.94 ","7,505,280.85 ",AMERISPHERE MORTGAGE FINANCE L,DENVER,CO,AMERISPHERE MORTGAGE FINANCE L,DENVER,CO,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311672,0000000547,WATERFORD PLACE,1009 LISMORE LANE,INDIANAPOLIS,IN,46227,260,1/31/2013,1/31/2013,"7,461,700 ",3/1/2013,2/1/2040,324,3.1,"34,025.09 ","7,205,717.10 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311673,0000024743,ARBORS AT EVANSVILLE APARTMENT,1320 LEE COURT,EVANSVILLE,IN,47714,150,3/19/2013,3/19/2013,"2,960,000 ",5/1/2013,4/1/2043,360,2.89,"12,304.56 ","2,881,039.00 ",ARBOR COMMERCIAL MORTGAGE LLC,DEPEW,NY,ARBOR COMMERCIAL MORTGAGE LLC,DEPEW,NY,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311674,0000024738,ARBORS AT RED BANK,4909 SUNNYSIDE COURT,EVANSVILLE,IN,47712,88,3/19/2013,3/19/2013,"2,360,000 ",5/1/2013,4/1/2043,360,2.89,"9,810.39 ","2,297,044.65 ",ARBOR COMMERCIAL MORTGAGE LLC,DEPEW,NY,ARBOR COMMERCIAL MORTGAGE LLC,DEPEW,NY,HRI,207/ 223(f) Pur/ Refin Hsg.,,
07311675,0000001168,ENGLISH VILLAGE,7400 E ENGLISH VILLAGE AVENUE,INDIANAPOLIS,IN,46239,208,2/28/2013,2/28/2013,"7,225,000 ",4/1/2013,3/1/2048,420,3.12,"28,291.54 ","7,069,893.04 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311676,0000004005,SHORE ACRES APTS,110 WESTFIELD COURT WEST,INDIANAPOLIS,IN,47715,105,2/28/2013,2/28/2013,"5,460,000 ",4/1/2013,3/1/2048,420,2.43,"19,314.99 ","5,325,838.24 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311677,0000018395,LAKE CASTLETON APARTMENTS,7601 CARLTON ARMS DRIVE,INDIANAPOLIS,IN,46256,1261,2/27/2013,2/27/2013,"34,635,300 ",4/1/2013,3/1/2048,420,3.55,"144,149.63 ","33,953,305.01 ",GREYSTONE SERVICING CORP INC,WARRENTON,VA,GREYSTONE SERVICING CORP INC,WARRENTON,VA,REK,223(a)(7)/207/223(f) Refinanced Insurance,,
07311678,0000024918,NORTHVIEW,8607 CHOLLA ROAD,INDIANAPOLIS,IN,46240,103,4/19/2013,4/19/2013,"5,800,000 ",6/1/2013,5/1/2048,420,2.83,"21,774.69 ","5,684,896.98 ",P-R MORTGAGE AND INVEST CORP,CARMEL,IN,P-R MORTGAGE AND INVEST CORP,CARMEL,IN,HRI,207/ 223(f) Pur/ Refin Hsg.,,
